userid,timestart,fecha_inicio,firstaccess,lastaccess,country,lang,auth,deleted,suspended,total_eventos,primera_actividad,ultima_actividad,dias_distintos,completado,country_enc,lang_enc,auth_enc,dias_hasta_primera_actividad,dias_sin_actividad,span_actividad_dias,dias_matriculado,log_dias_matriculado,eventos_por_dia_activo,regularidad,nunca_activo,eventos_otros_cursos,ratio_actividad_curso,ratio_viewed,ratio_submitted,ratio_graded,ratio_created,ratio_updated,componentes_distintos,posts_foro,abandono,log_total_eventos,log_dias_sin_actividad,log_eventos_otros_cursos,log_dias_hasta_primera_actividad,log_span_actividad_dias,log_posts_foro
377,1731381599,2024-11-12 03:19:59,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,281.92824074074076,0.0,281.92824074074076,5.645193299202736,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,5.645193299202736,0.0,6.907755278982137,0.0,0.0
375,1731381599,2024-11-12 03:19:59,1731448072,1773784543,BO,es,manual,0,0,31.840000000000003,1731448128.0,1773784555.0,6,0,0,0,1,0.7700115740740741,-208.84671296296295,490.0049421296296,281.92824074074076,5.645193299202736,5.3066666666666675,0.021282011281436534,0,23.0,0.5805981035740336,0.65625,0.0,0.0,0.09375,0.21875,6.0,0,0,3.4916472845842277,0.0,3.1780538303479458,0.570986085589259,6.196454193180992,0.0
445,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
420,1755553399,2025-08-18 21:43:19,1756847605,1756847680,BO,es,manual,0,0,2.0,1756847655.0,1756847680.0,1,0,0,0,1,14.979814814814814,-12.818067129629629,0.00028935185185185184,2.162037037037037,1.151216451886625,2.0,0.462526766595289,0,4.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1.0986122886681098,0.0,1.6094379124341003,2.771326351711207,0.0002893099976782939,0.0
410,1755553399,2025-08-18 21:43:19,1755807271,1755807571,BO,es,manual,0,0,9.0,1755807271.0,1755807571.0,1,0,0,0,1,2.9383333333333335,-0.7797685185185185,0.003472222222222222,2.162037037037037,1.151216451886625,9.0,0.462526766595289,0,2.0,0.8181818181818182,0.6666666666666666,0.0,0.0,0.0,0.2222222222222222,3.0,0,0,2.302585092994046,0.0,1.0986122886681098,1.3707576219707616,0.0034662079764862306,0.0
471,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
384,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
457,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
449,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
467,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
436,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
387,1755553399,2025-08-18 21:43:19,1755632503,1755635779,BO,es,manual,0,0,8.0,1755632641.0,1755635781.0,1,0,0,0,1,0.9171527777777778,1.2085416666666666,0.03634259259259259,2.162037037037037,1.151216451886625,8.0,0.462526766595289,0,5.0,0.6153846153846154,0.375,0.0,0.0,0.25,0.25,2.0,1,0,2.1972245773362196,0.7923324183771153,1.791759469228055,0.6508411571726314,0.03569777700280954,0.6931471805599453
392,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
412,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
414,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
470,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
463,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
440,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
461,1755553399,2025-08-18 21:43:19,1755616269,1755636387,BO,es,manual,0,0,3.0,1755636308.0,1755636397.0,1,0,0,0,1,0.9595949074074074,1.2014120370370371,0.0010300925925925926,2.162037037037037,1.151216451886625,3.0,0.462526766595289,0,4.0,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1.3862943611198906,0.7890989894931035,1.6094379124341003,0.6727377719870132,0.0010295624112772626,0.0
396,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
389,1755553399,2025-08-18 21:43:19,1755636411,1755636411,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,1.791759469228055,6.907755278982137,0.0,0.0
426,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
468,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
438,1755553399,2025-08-18 21:43:19,1755735984,1755735984,BO,es,manual,0,0,4.0,1755736004.0,1755736034.0,1,0,0,0,1,2.1134837962962965,0.048206018518518516,0.00034722222222222224,2.162037037037037,1.151216451886625,4.0,0.462526766595289,0,2.0,0.6666666666666666,0.75,0.0,0.0,0.0,0.25,2.0,0,0,1.6094379124341003,0.04708014913486999,1.0986122886681098,1.1357422909796813,0.0003471619545368692,0.0
439,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
452,1755553399,2025-08-18 21:43:19,1755645295,1755645295,BO,es,manual,0,0,3.0,1755645296.0,1755645306.0,1,0,0,0,1,1.063622685185185,1.098298611111111,0.00011574074074074075,2.162037037037037,1.151216451886625,3.0,0.462526766595289,0,1.0,0.75,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0,0,1.3862943611198906,0.7411268311667987,0.6931471805599453,0.7244630233426593,0.00011573404329798015,0.0
429,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
382,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
405,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
474,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
453,1755553399,2025-08-18 21:43:19,0,0,BO,es,manual,0,0,0.0,,,0,0,0,0,1,999.0,2.162037037037037,0.0,2.162037037037037,1.151216451886625,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.151216451886625,0.0,6.907755278982137,0.0,0.0
383,1755553399,2025-08-18 21:43:19,1756163688,1756166061,BO,es,manual,0,0,9.0,1756163690.0,1756166107.0,1,0,0,0,1,7.063553240740741,-4.929490740740741,0.027974537037037037,2.162037037037037,1.151216451886625,9.0,0.462526766595289,0,3.0,0.75,1.0,0.0,0.0,0.0,0.0,6.0,0,0,2.302585092994046,0.0,1.3862943611198906,2.087354308100426,0.027590397306981564,0.0
